,X1,X1_1,Name,Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee_km,Apogee_km,Eccentricity,Inclination (degrees),Period (minutes),Launch,Dry,Power (watts),Date,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,launch_date,launch_year,Launch Year
1759,1760,1760,Pléiades HR1A,Pléiades HR1A,France,France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,697,699,0.000141,98.2,98.7,1000,NA,"1,500",12/17/11,5,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,2011-076F,38012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/11,2011,2011
1760,1761,1761,Pléiades HR1B,Pléiades HR1B,France,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,678,691,0.000921,98.5,98.45,970,NA,NA,12/2/12,5,Astrium,France,Guiana Space Center,Soyuz STA/Fregat,2012-068A,39019,Both government and military.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/12,2012,2012
1761,1762,1762,"Polar Scout A (Polar Scout 1, ORS-7, Yukon)",Polar Scout A,USA,USA,US Coast Guard,Military,Communication,NA,LEO,Sun-Synchronous,0,573,591,0.00129,97.7,96.3,6,NA,NA,12/3/18,NA,Raytheon,USA,Vandenberg AFB,Falcon 9,2018-099BC,43808,"Built in cooperation with Homeland Security, US Air Force, NOAA. Able to receive signals from rescue beacons on ships in distress in Arctic region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/18,2018,2018
1762,1763,1763,"Polar Scout B (Polar Scout 2, ORS-7, Kodiak)",Polar Scout B,USA,USA,US Coast Guard,Military,Communication,NA,LEO,Sun-Synchronous,0,575,591,0.00115,97.7,96.3,6,NA,NA,12/3/18,NA,Raytheon,USA,Vandenberg AFB,Falcon 9,2018-099G,43764,"Built in cooperation with Homeland Security, US Air Force, NOAA. Able to receive signals from rescue beacons on ships in distress in Arctic region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/18,2018,2018
1763,1764,1764,PolyITAN-1,PolyITAN-1,NR,Ukraine,National Technical University,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,606,626,0.00143,97.99,97.03,1,NA,NA,6/19/14,NA,National Technical University,Ukraine,Dombarovsky Air Base,Dnepr,2014-033AJ,40042,Perform test and demonstration objectives in space.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/19/14,2014,2014
1764,1765,1765,PRISMA (PRecursore IperSpettrale della Missione Applicativa),PRISMA,NR (12/20),Italy,Italian Space Agency,Government,Earth Observation/Science,Hyperspectral Imaging,LEO,Sun-Synchronous,0,623,625,0.000143,97.9,97,550,NA,NA,3/22/19,5,OHB Italia,Italy,Guiana Space Center,Vega,2019-015A,44072,"Totally Italian mission. Combines the hyperspectral sensor, with sensitivity in 239 bands, with a medium-resolution panchromatic, or black-and-white, camera providing context views.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,2019,2019
1765,1766,1766,Proba 1 (Project for On-Board Autonomy),Proba 1,ESA,ESA,European Space Agency (ESA),Government,Navigation/Technology,NA,LEO,Sun-Synchronous,0,553,676,0.00881,97.9,96.98,100,NA,100,10/22/01,2,Verhaert Design and Development NV (leading a European consortium),Belgium,Satish Dhawan Space Centre,PSLV C3,2001-049B,26958,"First a technology demonstration, then extended for one year for remote sensing; looks like a washing machine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/22/01,2001,2001
1766,1767,1767,Proba 2 (Project for On-Board Autonomy),Proba 2,ESA,ESA,European Space Agency (ESA),Government,Navigation/Technology,NA,LEO,Sun-Synchronous,0,708,728,0.00141,98.3,99.2,130,NA,86,11/2/09,2,Verhaert Design and Development NV (leading a European consortium),Belgium,Plesetsk Cosmodrome,Breeze KM,2009-059B,36037,Technology demonstration of 17 advanced satellite technologies; will perform 4 experiments.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/09,2009,2009
1767,1768,1768,Proba 5 (Project for On-Board Autonomy),Proba 5,ESA,ESA,European Space Agency (ESA),Government,Earth Observation/Science,Earth Science,LEO,Sun-Synchronous,0,813,820,0.000487,98.73,101.21,140,NA,NA,5/7/13,2.5,QinetiQ Space Belgium,Belgium,Guiana Space Center,Vega,2013-021A,39159,Map land cover and vegetation growth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/7/13,2013,2013
1768,1769,1769,Prometheus 2.1,Prometheus 2.1,USA,USA,Los Alamos National Laboratory,Military,Navigation/Technology,NA,LEO,Sun-Synchronous,0,574,586,0.000863,97.99,96.27,1,NA,NA,11/11/16,4,Los Alamos National Laboratory,USA,Vandenberg AFB,Atlas 5,2016-067G,41854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/16,2016,2016
1769,1770,1770,Prometheus 2.3,Prometheus 2.3,USA,USA,Los Alamos National Laboratory,Military,Navigation/Technology,NA,LEO,Equatorial,0,388,601,0.0155,24.5,94.5,1,NA,NA,8/26/17,2,Los Alamos National Laboratory,USA,Cape Canaveral,Minotaur 4,2016-067H,41855,Demonstration of low-cost satellites in a feasibility study of CubeSat applications in communications between remote field sites and ground station terminals in a store-and-forward environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/26/17,2017,2017
1770,1771,1771,Prometheus 2.6,Prometheus 2.6,NR (12/20),USA,Los Alamos National Laboratory,Military,Navigation/Technology,NA,LEO,Elliptical,0,300,847,0.0394,28.5,96.1,1,NA,NA,6/25/19,2,Los Alamos National Laboratory,USA,Cape Canaveral,Falcon Heavy,2019-036AB,44386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/19,2019,2019
1771,1772,1772,Prometheus 2.7,Prometheus 2.7,NR (12/20),USA,Los Alamos National Laboratory,Military,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,437,460,0.00169,45,93.5,1,NA,NA,6/29/19,NA,Los Alamos National Laboratory,USA,Rocket Lab Launch Complex 1,Electron,2019-037K,44374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/29/19,2019,2019
1772,1773,1773,Prometheus 2.9,Prometheus 2.9,NR (12/20),USA,Los Alamos National Laboratory,Military,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,437,460,0.00169,45,93.5,1,NA,NA,6/29/19,3,Los Alamos National Laboratory,USA,Rocket Lab Launch Complex 1,Electron,2019-037B,44366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/29/19,2019,2019
1773,1774,1774,PropCube-1 (PropCube Merryweather),PropCube-1,NR,USA,Naval Post-Graduate School,Military,Space Observation/Science,NA,LEO,Non-Polar Inclined,0,494,800,0.0218,64.78,97.66,1,NA,NA,10/8/15,NA,Tyvak Nanosatellite Systems,USA,Cape Canaveral,Atlas 5,2015-058N,40976,Dual frequency ionospheric calibration measurements.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/8/15,2015,2015
1774,1775,1775,PropCube-2 (Fauna),PropCube-2,USA,USA,Naval Post-Graduate School,Military,Space Observation/Science,NA,LEO,Non-Polar Inclined,0,432,434,0.000147,51.6,93.2,1,NA,NA,12/7/17,NA,Tyvak Nanosatellite Systems,USA,Cygnus,Nanorack Deployer,2017-071R,43052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/7/17,2017,2017
1775,1776,1776,PropCube-3 (PropCube Flora),PropCube-3,NR,USA,Naval Post-Graduate School,Military,Space Observation/Science,NA,LEO,Non-Polar Inclined,0,493,800,0.0219,64.78,97.65,1,NA,NA,10/8/15,NA,Tyvak Nanosatellite Systems,USA,Cape Canaveral,Atlas 5,2015-058K,40973,Dual frequency ionospheric calibration measurements.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/8/15,2015,2015
1776,1777,1777,Prox-1 (Nanosat 7),Prox-1,USA,USA,Georgia Institute of Technology,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,705,725,0.00141,24,99,70,NA,NA,6/25/19,0.25,Georgia Institute of Technology,USA,Cape Canaveral,Falcon Heavy,2019-036A,44339,Air Force Research Lab grant.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/19,2019,2019
1777,1778,1778,Proxima-1,Proxima-1,Australia,Australia,Fleet Space Technologies,Commercial,Navigation/Technology,NA,LEO,Polar,0,495,515,0.00145,85,95,1,NA,NA,11/10/18,NA,Fleet Space Technologies,Australia,Rocket Lab Launch Complex 1,Electron,2018-088E,43694,Test satellites for network of tiny tracking and data relay satellites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/18,2018,2018
1778,1779,1779,Proxima-2,Proxima-2,Australia,Australia,Fleet Space Technologies,Commercial,Navigation/Technology,NA,LEO,Polar,0,495,515,0.00145,85,95,1,NA,NA,11/10/18,NA,Fleet Space Technologies,Australia,Rocket Lab Launch Complex 1,Electron,2018-088G,43696,Test satellites for network of tiny tracking and data relay satellites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/18,2018,2018
1779,1780,1780,PRSS-1 (Pakistan Remote Sensing Satellite-1),PRSS-1,Pakistan,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),Government,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,588,624,0.00258,98,96.8,1200,NA,NA,7/9/18,7,CAST/DFH Satellite Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2C,2018-056A,43529,"Support monitoring of natural resources, environmental protection, disaster management and emergency response, crop yield estimation, and urban planning. Also provide remote sensing information for the establishment of the China-Pakistan Economic Corridor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/9/18,2018,2018
1780,1781,1781,Pujiang-1,Pujiang-1,NR,China,Shanghai Academy of Spaceflight Technology,Government,Navigation/Technology,NA,LEO,Sun-Synchronous,0,468,486,0.00131,97.31,94.14,NA,NA,NA,9/24/15,NA,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 11,2015-051A,40925,Satellite to help China plan smart cities; first satellite launched using 3D-printed parts.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/24/15,2015,2015
1781,1782,1782,PWSat-2,PWSat-2,Poland,Poland,Warsaw University of Technology,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,572,591,0.00137,97.7,96.3,3,NA,NA,12/3/18,0.5,Warsaw University of Technology,Poland,Vandenberg AFB,Falcon 9,2018-099BJ,43814,"Various tests, including deorbitation devices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/18,2018,2018
1782,1783,1783,"QARMAN (Qubesat for Aerothermodynamic Research and Measurements on AblatioN, QB50 BE05)",QARMAN,Belgium,Belgium,Von Karman Institute (VKI),Civil,Space Observation/Science,NA,LEO,Non-Polar Inclined,0,411,422,0.00081,51.6,92.9,5,NA,NA,2/19/20,NA,Von Karman Institiute (VKI),Belgium,International Space Station,Nanorack Deployer,1998-067RG,45263,Cubesat designed to survive entry into Earth's atmosphere. Purpose is to demonstrate the use of a cubesat as a re-entry vehicle for future materials testing experiments.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/19/20,2020,2020
1783,1784,1784,Qiancheng-01,Qiancheng-01,NR,China,Qiansheng Exploration Technology Co. Ltd.,Commercial,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,529,560,0.00224,97.6,95.5,65,NA,NA,8/17/19,NA,Qiansheng Exploration Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Jielong 1,2019-052A,44486,Possible constellation of earth observing satellites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/17/19,2019,2019
1784,1785,1785,QPS-SAR 1 (Izanagi),QPS-SAR 1,NR (12/20),Japan,iQPS,Commercial,Earth Observation/Science,NA,LEO,Non-Polar Inclined,0,564,573,0.000649,36.9,96.04,100,NA,NA,12/11/19,NA,iQPS,Japan,Satish Dhawan Space Centre,PSLV,2019-089E,44856,First of a planned 35-satellite constellation - real time earth observation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/19,2019,2019
1785,1786,1786,Qsat-EOS (KYUshu SATellite - Earth Observation System),Qsat-EOS,NR,Japan,Kyushu Institute of Technology (KIT),Civil,Earth Observation/Science,Earth Science,LEO,Sun-Synchronous,0,506,553,0.00341,97.47,95.23,49,NA,NA,11/6/14,NA,Kyushu University,Japan,Dombarovsky Air Base,Dnepr,2014-070D,40301,"Range of sensors for disaster monitoring, observing magnetic field, detection of space micro-debris, water vapor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/6/14,2014,2014
1786,1787,1787,"Quantum Science Satellite (QSS, Micius, Mozi)",QSS,China,China,University of Science and Technology,Government,Space Observation/Science,NA,LEO,Sun-Synchronous,0,493,509,0.00116,97.3,95.1,700,NA,NA,8/15/16,2,Chinese Academy of Sciences/Austrian Academy of Sciences,China/Austria,Jiuquan Satellite Launch Center,Long March 2D,2016-051A,41731,Will test out quantum communications over great distances. Will establish quantum link between China and Austria.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/16,2016,2016
1787,1788,1788,Quetzal-1,Quetzal-1,NR (7/20),Japan,Universidad del Valle de Guatemala (UVG),Civil,Earth Observation/Science,Multi-Spectral Imaging,LEO,Non-Polar Inclined,0,415,419,0.000295,51.6,92.9,1,NA,NA,4/28/20,NA,"KiboCUBE program, collaboration btwn UNOOSA, JAXA, Univ. del Valle de Guatemala, UK Space Agency, Univ. of Colorado, Univ. of Chile, TEC Costa Rica, Univ. of Würzburg, others. ",Japan,International Space Station,J-SSOD Deployer,1998-057RK,45598,Primary objective is to test a multispectral sensor to acquire remote sensing data for natural resource management.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/28/20,2020,2020
1788,1789,1789,QuetzSat-1,QueztSat-1,United Kingdom,USA,SES S.A. -- total capacity leased to subsidiary of EchoStar Corp.,Commercial,Communication,NA,GEO,NA,-77.01,35774,35798,0.000285,0.02,1436.09,5514,NA,NA,9/29/11,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-054A,37826,"High-power communications satellite; coverage of Mexico, North America, and Central America; fully contracted to a subsidiary of EchoStar Corp.; will be used in part by Dish Mexico for Direct-To-Home (DTH) services in Mexico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/29/11,2011,2011
1789,1790,1790,"QZS-1 (Quazi-Zenith Satellite System, Michibiki-1)",QZS-1,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Technology,NA,GEO,NA,126.99,32618,38950,0.0751,40,1436,4000,NA,NA,9/11/10,15,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A,2010-045A,37158,First in four-satellite constellation for navigation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/10,2010,2010
1790,1791,1791,"QZS-2 (Quazi-Zenith Satellite System, Michibiki-2)",QZS-2,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Technology,NA,GEO,NA,146.94,32663,38910,0.0741,44,1436.12,4000,NA,NA,5/31/17,NA,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A,2017-028A,42738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/17,2017,2017
1791,1792,1792,"QZS-3 (Quazi-Zenith Satellite System, Michibiki-3)",QZS-3,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Technology,NA,GEO,NA,127,35784,35802,0.000213,0,1436.1,4000,NA,NA,8/19/17,15,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A,2017-048A,42917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/17,2017,2017
1792,1793,1793,"QZS-4 (Quazi-Zenith Satellite System, Michibiki-4)",QZS-4,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Technology,NA,GEO,NA,130,32622,38943,0.075,40.5,1435.9,4000,NA,NA,10/9/17,15,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A,2017-062A,42965,4 L-band beams.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/9/17,2017,2017
1793,1794,1794,R3D2 (Radio Frequency Risk Reduction Deployment Demonstration),R3D2,USA,USA,Defense Advanced Research Projects Agency (DARPA),Military,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,428,437,0.000662,40,93.2,150,NA,NA,3/29/19,NA,Norhrup Grumman/Blue Canyon Technologies,USA,Rocket Lab Launch Complex 1,Electron,2019-016A,44073,"Will demonstrate a new type of membrane reflect array antenna that can be packed into a tight volume for launch on a small rocket, then unfurl once in space.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/29/19,2019,2019
1794,1795,1795,RAAF M2 Pathfinder,RAAF M2 Pathfinder,NR (12/20),Australia,University of New South Wales/Department of Defence,Civil/Military,Navigation/Technology,NA,LEO,Sun-Synchronous,0,586,602,0.00115,97.7,96.5,NA,NA,NA,6/13/20,NA,University of New South Wales,Australia,Rocket Lab Launch Complex 1,Electron,2020-037E,45727,Work with Australian military to test communications and software-based radio technology in space.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/13/20,2020,2020
1795,1796,1796,Raavana-1,Raavana-1,NR (12/20),Sri Lanka,Kyushu Institute of Technology (KIT),Civil,Earth Observation/Science,Optical Imaging,LEO,Non-Polar Inclined,0,405,415,0.000737,51.6,92.7,1,NA,NA,6/17/19,1.5,Kyushu Institute of Technology,Japan,International Space Station,J-SSOD Deployer,1998-067QF,44330,Sri Lanka's first satellite.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/19,2019,2019
1796,1797,1797,Radarsat-2,Radarsat-2,Canada,Canada,MDA Corporation,Commercial,Earth Observation/Science,Radar Imaging,LEO,Sun-Synchronous,0,791,793,0.00014,98.6,100.7,2924,NA,NA,12/14/07,7,"MacDonald, Dettwiler/Thales Alenia Spazio",Canada/Italy,Baikonur Cosmodrome,Soyuz,2007-061A,32382,Use of radar sensors to provide remote sensing through all weather and darkness.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/07,2007,2007
1797,1798,1798,RadFxSat,RadFxSat,USA,USA,Vanderbilt University/AMSAT,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,454,817,0.0259,97.6,97.4,4,NA,NA,11/18/17,NA,Vanderbilt University/AMSAT,USA,Vandenberg AFB,Delta 2,2017-073E,43017,Monitor ionizing radiation effects in a memory integrated circuit.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/17,2017,2017
1798,1799,1799,"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",Radio-ROSTO,Russia,Russia,RS3A Control Station,Civil,Communication,Amateur Radio,MEO,Non-Polar Inclined,0,1885,2165,0.0167,64.59,127.45,NA,NA,NA,12/26/94,NA,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rokot,1994-085A,23439,"Amateur radio, designed by group of radio amateurs from the town of Kaluga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/26/94,1994,1994
1799,1800,1800,Radsat-U (Radiation Satellite),Radsat-U,USA,USA,Montana State University,Civil,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,412,422,0.000737,51.6,92.9,5,NA,NA,2/19/20,NA,Montana State University/NASA,USA,International Space Station,Nanorack Deployer,1998-067RF,45262,Demonstrate computer architecture designed to mitigate radiation induced faults.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/19/20,2020,2020
1800,1801,1801,Raduga 1-M2 (Raduga 1-9),Raduga 1-M2,Russia,Russia,Ministry of Defense,Military,Communication,NA,GEO,NA,70,35784,35788,4.74E-05,0.01,1436.06,2500,NA,NA,1/28/10,5,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton M,2010-002A,36358,Military communication.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/10,2010,2010
1801,1802,1802,Raduga 1-M3,Raduga 1-M3,Russia,Russia,Ministry of Defense,Military,Communication,NA,GEO,NA,70.04,35777,35797,0.000237,0.1,1436.13,2400,NA,NA,11/11/13,5,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,2013-062A,39375,Military communication.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/13,2013,2013
1802,1803,1803,RANGE-A (Ranging and Nanosatellite Guidance Experiment),RANGE-A,USA,USA,Georgia Institute of Technology,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,572,590,0.00129,97.7,96.3,2,NA,NA,12/3/18,NA,Georgia Institute of Technology,USA,Vandenberg AFB,Falcon 9,2018-099Q,43772,Ranging experiment with GPS and tiny atomic clocks. UHF and VHF communication with ground station. Two satellite work together.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/18,2018,2018
1803,1804,1804,RANGE-B (Ranging and Nanosatellite Guidance Experiment),RANGE-B,USA,USA,Georgia Institute of Technology,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,574,588,0.00101,97.7,96.3,2,NA,NA,12/3/18,NA,Georgia Institute of Technology,USA,Vandenberg AFB,Falcon 9,2018-099R,43773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/18,2018,2018
1804,1805,1805,"Rapid Pathfinder Program (NROL-66, USA 225)",USA 225,USA,USA,National Reconnaissance Office (NRO),Military,Navigation/Technology,NA,LEO,Polar,0,1199,1202,0.000198,90,109.42,350,NA,NA,2/6/11,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Minotaur 4,2011-006A,37364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/6/11,2011,2011
